"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/4ec6bf65-5f37-44ae-b9ed-1cb0483b9873-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9581","Carl4","34813590","31065","4441","977","41188","3854","893031","true","false","Turkish","Carl4"
"https://static-cdn.jtvnw.net/jtv_user_pictures/48a1f856-72cb-40bc-8e7f-089118d8d647-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9582","Cooruja","1053150","5820","767","151","41186","2894","47649","false","false","Portuguese","Cooruja"
"https://static-cdn.jtvnw.net/jtv_user_pictures/35496479-6063-4521-9be4-c0b0157f15b1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9583","TydeTyme","16369125","166320","666","96","41186","1253","226246","true","false","English","TydeTyme"
"https://static-cdn.jtvnw.net/jtv_user_pictures/356e0aba-cabf-4915-b506-589c689a14d9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9584","KOPURISTA","5380920","30855","1107","161","41183","11367","470662","true","false","Spanish","KOPURISTA"
"https://static-cdn.jtvnw.net/jtv_user_pictures/56028609-eadc-4fda-a30b-8821eb940334-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9585","阿祥 (xiang1127)","10130580","22260","2534","394","41183","4641","264968","true","false","Chinese","阿祥 (xiang1127)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f161b1ba-9692-4ec8-95ce-48b6f70bfa02-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9586","모카형 (oilj_far)","51556080","152580","1878","332","41182","25565","1126174","true","false","Korean","모카형 (oilj_far)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/9bf43bd4-9931-41f2-9fba-b7df12a3530d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9587","Daopa","20024355","118425","745","149","41174","2629","2156675","true","false","English","Daopa"
"https://static-cdn.jtvnw.net/jtv_user_pictures/threedogg-profile_image-f742d3afdc4c470a-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9588","Threedogg","31155300","72075","1912","337","41164","3189","271855","true","true","English","Threedogg"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ea632723-8e58-4f7d-815f-d48219be5d0f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9589","ManiacMEC","3007185","80370","429","33","41158","-207","135445","true","true","Turkish","ManiacMEC"
"https://static-cdn.jtvnw.net/jtv_user_pictures/72560672-4151-447b-a79e-b50ff11be36d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9590","pajlada","3250500","25530","3366","125","41157","3622","85636","true","true","English","pajlada"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6e8b78f6-f5e8-46fd-ac88-0d7416271ad4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9591","Saikenjuega","13661205","140130","3357","90","41149","8783","621146","true","false","Spanish","Saikenjuega"
"https://static-cdn.jtvnw.net/jtv_user_pictures/58351bcd-244a-454f-8b83-8673cd23c355-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9592","Lump","415920","51990","389","6","41145","10906","19991","true","true","English","Lump"
"https://static-cdn.jtvnw.net/jtv_user_pictures/siritron-profile_image-980e4ff54d02ffe0-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9593","Siritron","14681355","55530","968","253","41129","8620","196647","true","false","English","Siritron"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6e4f8d7f-7ffe-4cc5-9e13-9bd2ad4300f7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9594","larissa","5358630","77610","373","63","41126","2485","155197","true","true","English","larissa"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3bb1bffb-5276-40a9-9980-7d91c652bd7b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9595","porkxsword","126840","3090","3409","47","41114","41113","348","false","true","English","porkxsword"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f314fb2a-151c-4458-bae4-9510e7d43ad6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9596","Eldwyn","7574550","98385","3130","84","41103","25344","431465","true","true","Turkish","Eldwyn"
"https://static-cdn.jtvnw.net/jtv_user_pictures/00df58a4-8737-4b23-8c3f-903ce5dffd2e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9597","annax221","923655","32205","242","27","41101","40607","55747","false","false","English","annax221"
"https://static-cdn.jtvnw.net/jtv_user_pictures/682fed91-85b8-4f31-bf71-31c1056a1ba8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9598","Keanz","4226370","27975","1741","112","41095","37362","140127","false","true","Turkish","Keanz"
"https://static-cdn.jtvnw.net/jtv_user_pictures/rahmschnitzel-profile_image-98da97c237d8c209-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9599","Rahmschnitzel","21505950","113235","695","188","41090","805","602782","true","true","German","Rahmschnitzel"
"https://static-cdn.jtvnw.net/jtv_user_pictures/53efdce1-be60-4f9e-9b44-806ca90467ab-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9600","PsycOrNve","9970650","30960","7682","318","41073","26745","478764","true","false","Spanish","PsycOrNve"
